管理番号,品名,メーカ,分類,ステータス,仕入れ先,コンディション,保管場所,仕入れ日,数量（ストック量または取引数量）,コメント,仕入れ価格,仕入れ価格/税区分,販売価格,販売価格/税区分,担当,用途,ログ日時
ZC000112,FIREHAWK215-45-17社外アルミ4本,FIREHAWK,タイヤ付き　夏　外AW,在庫品,,中古,ラビット外,2020-09-21,4,旧管理番号38番,0,無,0,無,mtanaka,新規登録,"2020-09-21 10:17:00"
ZC000111,30プリウス　Gｓ用アルミ,トヨタ,ホイル　純正,在庫品,,中古,ラビットガレージ,2020-09-21,4,旧管理番号37番,0,無,0,無,mtanaka,新規登録,"2020-09-21 10:15:00"
ZC000110,タントRS15インチ純正アルミ,ダイハツ,ホイル　純正,在庫品,,中古,ラビット外,2020-09-21,4,旧管理番号36番,0,無,0,無,mtanaka,新規登録,"2020-09-21 10:13:00"
ZC000109,ダンロップ　エナセーブ185-60-15シエンタ純正　鉄ホイール4本,ダンロップ,タイヤ付き　夏　純AW,在庫品,,中古,ラビット外,2020-09-21,4,旧管理番号35番,0,無,0,無,mtanaka,新規登録,"2020-09-21 10:11:00"
ZC000108,ミシュラン215-45-17　86純正アルミ4本,ミシュラン,タイヤ付き　夏　純AW,在庫品,,中古,ラビット外,2020-09-21,4,旧管理番号34番,0,無,0,無,mtanaka,新規登録,"2020-09-21 10:09:00"
ZC000107,ファルケンSINCERA145-80-13ムーヴ純正アルミ,ファルケン,タイヤ付き　夏　純AW,在庫品,,中古,ラビット外,2020-09-21,4,旧管理番号33番,0,無,0,無,mtanaka,新規登録,"2020-09-21 10:07:00"
ZC000106,FIREHAWK165-55-14社外アルミ4本,FIREHAWK,タイヤ付き　夏　外AW,在庫品,,中古,ラビット外,2020-09-21,4,旧管理番号32番,0,無,0,無,mtanaka,新規登録,"2020-09-21 10:04:00"
ZC000105,ヨコハマ　アイスガード155-65-14社外アルミ4本,ヨコハマ,タイヤ付き　冬　外AW,在庫品,,中古,ラビット外,2020-09-21,4,旧管理番号31番,0,無,0,無,mtanaka,新規登録,"2020-09-21 10:02:00"
ZC000104,ヨコハマ　アイスガード145-80-13社外アルミ4本,ヨコハマ,タイヤ付き　冬　外AW,在庫品,,中古,ラビット外,2020-09-21,4,旧管理番号30番,0,無,0,無,mtanaka,新規登録,"2020-09-21 10:00:00"
ZC000103,ダンロップDSX-2185-55-15社外アルミ4本,ダンロップ,タイヤ付き　冬　外AW,在庫品,,中古,ラビット外,2020-09-21,4,旧管理番号29番,0,無,0,無,mtanaka,新規登録,"2020-09-21 09:59:00"
ZC000102,ヨコハマ　アイスガード165-60-15ハスラー純正　鉄ホイール4本,ヨコハマ,タイヤ付き　冬　純AW,在庫品,,中古,ラビット外,2020-09-21,4,旧管理番号28番,0,無,0,無,mtanaka,新規登録,"2020-09-21 09:56:00"
ZC000101,ヨコハマ　アイスガード195-65-15　50プリウスPHV純正　鉄ホイール4本,ヨコハマ,タイヤ付き　冬　純AW,在庫品,,中古,ラビット外,2020-09-21,4,旧管理番号27番,0,無,0,無,mtanaka,新規登録,"2020-09-21 09:54:00"
ZC000100,ヨコハマ　アイスガード215-60-17社外アルミ4本,ヨコハマ,タイヤ付き　冬　純AW,在庫品,,中古,ラビット外,2020-09-21,4,旧管理番号26番,0,無,0,無,mtanaka,新規登録,"2020-09-21 09:51:00"
ZC000099,ヨコハマ　ブルーアース225-50-18社外アルミ3本,ヨコハマ,タイヤ付き　夏　外AW,在庫品,,中古,ラビット外,2020-09-21,3,旧管理番号25番,0,無,0,無,mtanaka,新規登録,"2020-09-21 09:50:00"
ZC000098,ブリヂストンDUELER265-70-17タイヤのみ4本サマー,ブリヂストン,タイヤ,在庫品,,中古,ラビット外,2020-09-21,4,旧管理番号24番,0,無,0,無,mtanaka,新規登録,"2020-09-21 09:48:00"
ZC000097,オートバックス　エボロード225-55-17タイヤのみ4本サマー,オートバックス,タイヤ,在庫品,,中古,ラビット外,2020-09-21,4,旧管理番号23番,0,無,0,無,mtanaka,新規登録,"2020-09-21 09:46:00"
ZC000096,ヨコハマ　エコス165-65-13　50ムーヴ純正アルミ4本,ヨコハマ,タイヤ付き　夏　純AW,在庫品,,中古,ラビット外,2020-09-21,4,旧管理番号22番,0,無,0,無,mtanaka,新規登録,"2020-09-21 09:44:00"
ZC000095,"ブリヂストン ブリザック225-65-17社外アルミ4本",ブリヂストン,タイヤ付き　冬　外AW,在庫品,,中古,ラビット外,2020-09-21,4,旧管理番号21番,0,無,0,無,mtanaka,新規登録,"2020-09-21 09:42:00"
ZC000094,ZEETEX225-40-18社外アルミ4本,ZEETEX,タイヤ付き　夏　外AW,在庫品,,中古,ラビット外,2020-09-21,4,旧管理番号20番,0,無,0,無,mtanaka,新規登録,"2020-09-21 09:40:00"
ZC000093,"ダンロップ エナセーブ215-45-18社外アルミ4本",ダンロップ,タイヤ付き　夏　外AW,在庫品,,中古,ラビット外,2020-09-21,4,旧管理番号19番,0,無,0,無,mtanaka,新規登録,"2020-09-21 09:38:00"
ZC000092,ブリヂストンネクストリー235-50-18レクサスLS前期純正アルミ4本,ブリヂストン,タイヤ付き　夏　純AW,在庫品,,中古,ラビット外,2020-09-21,4,旧管理番号18番,0,無,0,無,mtanaka,新規登録,"2020-09-21 09:37:00"
ZC000091,"ATRスポーツ215-45-17　30プリウス ツーリング純正アルミ4本",ATR,タイヤ付き　夏　純AW,在庫品,,中古,ラビット外,2020-09-21,4,旧管理番号17番,0,無,0,無,mtanaka,新規登録,"2020-09-21 09:35:00"
ZC000090,"トーヨーPROXES215-45-17　30プリウス ツーリング純正アルミ4本",トーヨー,タイヤ付き　夏　純AW,在庫品,,中古,ラビット外,2020-09-21,4,旧管理番号16番,0,無,0,無,mtanaka,新規登録,"2020-09-21 09:33:00"
ZC000089,"ヨコハマ アドバン205-65-15タイヤのみ4本サマー",ヨコハマ,タイヤ,在庫品,,中古,ラビット外,2020-09-21,4,旧管理番号15番,0,無,0,無,mtanaka,新規登録,"2020-09-21 09:24:00"
ZC000088,"ヨコハマ ブルーアース215-55-17　50エスティマアエラス純正アルミ4本サマー",ヨコハマ,タイヤ付き　夏　純AW,在庫品,,中古,ラビット外,2020-09-21,4,旧管理番号14番,0,無,0,無,mtanaka,新規登録,"2020-09-21 09:22:00"
ZC000087,"ミシュランLATITUDE215-70-16ホンダ エレメント純正アルミ4本",ミシュラン,タイヤ付き　夏　純AW,在庫品,,中古,ラビット外,2020-09-21,4,旧管理番号13番,0,無,0,無,mtanaka,新規登録,"2020-09-21 09:20:00"
ZC000086,"ブリヂストン エコピア215-55-17　50エスティマアエラス純正アルミ4本サマー",ブリヂストン,タイヤ付き　夏　純AW,在庫品,,中古,ラビット外,2020-09-21,4,旧管理番号12,0,無,0,無,mtanaka,新規登録,"2020-09-21 09:11:00"
ZC000085,"ダンロップ エナセーブ195-65-15　50プリウス純正アルミ　サマー4本",ダンロップ,タイヤ付き　夏　純AW,在庫品,,中古,ラビット外,2020-09-21,4,旧管理番号11番,0,無,0,無,mtanaka,新規登録,"2020-09-21 09:09:00"
ZC000015,レクサスRXモデリスタスポーツマフラー,モデリスタ,足回り,在庫品,,中古,府内13-3店裏ガレージ,2020-08-15,1,,59861,内,0,無,Kfujita,在庫管理修正処理,"2020-09-21 02:12:00"
ZC000083,"ステアリング シフトノブ ガングリップ アルファード 20系 後期",ZERO,ハンドル　外品,お客注文部品,,新品,入庫待ち,2020-09-20,1,販売担当マネージャーアルファード分,20343,内,0,無,Kfujita,在庫管理修正処理,"2020-09-21 02:12:00"
ZC000083,"ステアリング シフトノブ ガングリップ アルファード 20系 後期",ZERO,ハンドル　外品,お客注文部品,,中古,入庫待ち,2020-09-20,1,販売担当マネージャーアルファード分,20343,内,0,無,Kfujita,在庫管理修正処理,"2020-09-21 02:06:00"
ZC000084,"アルファード マフラー カッター",ワンオフ,マフラーカッター,お客注文部品,,新品,入庫待ち,2020-09-20,1,販売担当マネージャーアルファード分,8376,内,0,無,Kfujita,在庫管理修正処理,"2020-09-21 02:04:00"
ZC000084,"アルファード マフラー カッター",ワンオフ,マフラーカッター,お客注文部品,,新品,入庫待ち,2020-09-20,1,,8376,内,0,無,Kfujita,新規登録,"2020-09-21 02:04:00"
ZC000083,"ステアリング シフトノブ ガングリップ ポプラ調 茶木目 アルファード ヴェルファイア 20系 後期",ZERO,ハンドル　外品,お客注文部品,,中古,入庫待ち,2020-09-20,1,販売担当マネージャーアルファード分,20343,内,0,無,Kfujita,新規登録,"2020-09-21 01:58:00"
ZC000082,"レクサス RX 前期 純正 モデリスタ フロント スポイラー",モデリスタ,エアロ　純正,在庫品,,中古,入庫待ち,2020-09-19,1,"レクサス RX GYL20W AGL20W 前期 純正 オプション モデリスタ フロント メッキ スポイラー ホワイト",41050,内,0,無,Kfujita,新規登録,"2020-09-21 01:49:00"
ZC000025,"50プリウス純正AW ダンロップ195-65-15",エナセーブ,タイヤ付き　夏　純AW,在庫品,,中古,ラビット外,2020-09-20,1,"旧管理番号10番
4本セット",0,無,0,無,mtanaka,在庫管理修正処理,"2020-09-21 01:37:00"
ZC000011,タイヤ空気圧センサー警告灯キャンセラー容器警告灯対策・解除,レクサス,アフターパーツ,出荷,,新品,府内13-3店舗裏,2020-07-08,0,源翔?様売却分,3400,内,0,無,Kfujita,在庫管理修正処理,"2020-09-21 01:34:00"
ZC000011,タイヤ空気圧センサー警告灯キャンセラー容器警告灯対策・解除,レクサス,その他,出荷,,新品,府内13-3店舗裏,2020-07-08,0,源翔?様売却分,3400,内,0,無,Kfujita,在庫管理修正処理,"2020-09-21 01:33:00"
ZC000081,AGZ10レクサスNX後期標準フロントバンパー,レクサス,純正バンパー,在庫品,,中古,府内13-3店裏ガレージ,2020-07-10,1,管理番号47番,20600,内,0,無,Kfujita,在庫管理修正処理,"2020-09-21 01:31:00"
ZC000080,レクサスNX　Fスポーツ後期Fエアロ,レクサス,エアロ　外品,在庫品,,新品,府内13-3店裏ガレージ,2020-07-10,2,管理番号48:49番,9800,内,0,無,Kfujita,在庫管理修正処理,"2020-09-21 01:30:00"
ZC000079,レクサスNX後期Fスポーツフロントグリル,レクサス,グリル,在庫品,,新品,府内13-3店裏ガレージ,2020-07-10,1,管理番号50番,27200,内,0,無,Kfujita,在庫管理修正処理,"2020-09-21 01:29:00"
ZC000078,ハリアー60・65系後期モデリスタFバンパー,モデリスタ,エアロ　純正,在庫品,,中古,府内13-3店裏ガレージ,2020-07-06,1,管理番号52番,10000,内,0,無,Kfujita,在庫管理修正処理,"2020-09-21 01:29:00"
ZC000077,モデリスタver160系ハリアー後期Fバンパー,モデリスタ,エアロ　純正,在庫品,,中古,府内13-3店裏ガレージ,2020-07-06,1,管理番号53番,10725,内,0,無,Kfujita,在庫管理修正処理,"2020-09-21 01:28:00"
ZC000076,S55D23R,LEXUS,バッテリー,在庫品,,中古,府内13-3店舗小部屋,2020-09-14,1,,0,無,2800,無,Kfujita,在庫管理修正処理,"2020-09-21 01:27:00"
ZC000075,RX20　FスポーツLOOKのラジエーターグリル,輸入パーツ,グリル,在庫品,,新品,府内13-3店裏ガレージ,2020-09-12,3,"ラジエーターグリル(グリル上部）
 　53111-48330　53111-48320
ラジエーターグリルロア（グリル下部）　
 　53112-48902　53112-48901
※上記純正品番号の車輌にお取り付け可能です",19600,外,35900,外,Kfujita,在庫管理修正処理,"2020-09-21 01:27:00"
ZC000074,RX20　L純正20インチアルミ,レクサス,ホイル　純正,在庫品,,中古,府内13-3店裏ガレージ,2020-09-15,1,"レクサス RX L20系 純正 20インチ アルミ ホイール 8J +30 5穴 PCD114.3",10000,無,20000,外,Kfujita,在庫管理修正処理,"2020-09-21 01:26:00"
ZC000073,"ランドクルーザー プラド 150 系 H29.9～ 後期 フロント リア バンパー スポイラー",トヨタ,エアロ　外品,在庫品,,新品,府内13-3店裏ガレージ,2020-09-17,1,"☆セット内容☆
　＊フロントバンパースポイラー
　＊リアバンパースポイラー
　＊トリム（クロームメッキ）
 　＊マフラークロームパーツ（左右）",43500,内,59900,外,Kfujita,在庫管理修正処理,"2020-09-21 01:25:00"
ZC000072,19インチタイヤ・ホイール,クレンツェビシュヌ,タイヤ付き　夏　外AW,在庫品,,中古,府内13-3店裏ガレージ,2020-09-15,1,"在庫車用4本
50エスティマにGood",47500,内,0,無,Kfujita,在庫管理修正処理,"2020-09-21 01:25:00"
ZC000071,20レクサスRX左サイドスカート,モデリスタ,エアロ　純正,在庫品,,中古,府内13-3店裏ガレージ,2020-09-04,1,"在庫車用
管理番号74番",34980,内,0,無,Kfujita,在庫管理修正処理,"2020-09-21 01:24:00"
ZC000070,20レクサスRXフロントエアロ,レクサス,エアロ　外品,在庫品,,新品,府内13-3店裏ガレージ,2020-09-12,1,"在庫車用
管理番号75番",22800,内,35800,外,Kfujita,在庫管理修正処理,"2020-09-21 01:23:00"
ZC000070,20レクサスRXフロントエアロ,トヨタ,エアロ　外品,在庫品,,新品,府内13-3店裏ガレージ,2020-09-12,1,"在庫車用
管理番号75番",22800,内,35800,外,Kfujita,在庫管理修正処理,"2020-09-21 01:21:00"
ZC000069,19インチホイール・タイヤセット,アネーロラーヴィ,タイヤ付き　夏　外AW,在庫品,,中古,府内13-3店裏ガレージ,2020-09-12,1,"在庫管理105番
4本セット",30228,内,0,無,Kfujita,在庫管理修正処理,"2020-09-21 01:21:00"
ZC000068,DIGNITY20インチ　タイヤ・ホイール4本セット,DIGNITY,タイヤ付き　夏　外AW,在庫品,,中古,府内13-3店裏ガレージ,2020-09-05,1,"在庫4本セット
在庫管理108番
100／5ホール
プリウスG ood",49001,内,69900,外,Kfujita,在庫管理修正処理,"2020-09-21 01:21:00"
ZC000067,レクサスNX・RX22インチホイール,G-CORPORATION,ホイル　純正,在庫品,,中古,府内13-3店裏ガレージ,2020-07-12,1,"管理番号97番
4本セット",49500,内,69900,外,Kfujita,在庫管理修正処理,"2020-09-21 01:20:00"
ZC000066,WarwicDS0520インチホイール,WarwicDS05,ホイル　外品,在庫品,,中古,府内13-3店裏ガレージ,2020-07-12,1,管理番号98番,32900,内,0,無,Kfujita,在庫管理修正処理,"2020-09-21 01:19:00"
ZC000065,"アネーロコラソン19インチホイール","アネーロコラソン",ホイル　外品,在庫品,,中古,府内13-3店裏ガレージ,2020-07-06,1,"管理番号101番
4本AWのみ100/5ホール
プリウスに最適",40700,内,0,無,Kfujita,在庫管理修正処理,"2020-09-21 01:19:00"
ZC000064,225-70-16タイヤのみ2本,トーヨー,タイヤ,在庫品,,中古,府内13-3店裏ガレージ,2020-08-07,1,"管理番号103番
2本1セット",15862,内,0,無,Kfujita,在庫管理修正処理,"2020-09-21 01:18:00"
ZC000063,20インチ　タイヤ・ホイールセット,メーカー不明,タイヤ付き　夏　純AW,在庫品,,中古,府内13-3店裏ガレージ,2020-08-02,1,"管理番号104番
4本
エスティマにGooｄ",31000,内,59900,外,Kfujita,在庫管理修正処理,"2020-09-21 01:18:00"
ZC000061,M-42R,DAIHATSU,バッテリー,在庫品,,新品,府内13-3店舗小部屋,2020-09-14,4,,0,無,0,無,Kfujita,在庫管理修正処理,"2020-09-21 01:17:00"
ZC000060,PSIN,BOSCH,バッテリー,在庫品,,新品,府内13-3店舗小部屋,2020-09-14,1,,0,無,0,無,Kfujita,在庫管理修正処理,"2020-09-21 01:17:00"
ZC000059,40B19R,DAIHATSU,バッテリー,在庫品,,新品,府内13-3店舗小部屋,2020-09-14,1,,0,無,0,無,Kfujita,在庫管理修正処理,"2020-09-21 01:16:00"
ZC000058,115D23L,VARTA,バッテリー,在庫品,,新品,府内13-3店舗小部屋,2020-09-14,1,,11950,無,18900,無,Kfujita,在庫管理修正処理,"2020-09-21 01:16:00"
ZC000057,40B19L　PK,Panasonic,バッテリー,在庫品,,中古,府内13-3店舗小部屋,2020-09-14,2,"R2/5/29 フル充電済み",0,無,1800,無,Kfujita,在庫管理修正処理,"2020-09-21 01:16:00"
ZC000056,40B19L　SB,Panasonic,バッテリー,在庫品,,中古,府内13-3店舗小部屋,2020-09-14,2,"R2/3/23 フル充電済み",0,無,1800,無,Kfujita,在庫管理修正処理,"2020-09-21 01:15:00"
ZC000055,NX75B24R,,バッテリー,在庫品,,中古,府内13-3店舗小部屋,2020-09-14,1,,0,無,1800,無,Kfujita,在庫管理修正処理,"2020-09-21 01:15:00"
ZC000054,S34B20,ACDelco,バッテリー,在庫品,,中古,府内13-3店舗小部屋,2020-09-14,1,,0,無,1800,無,Kfujita,在庫管理修正処理,"2020-09-21 01:15:00"
ZC000053,60B24R,Panasonic,バッテリー,在庫品,,中古,府内13-3店舗小部屋,2020-09-14,1,,0,無,1800,無,Kfujita,在庫管理修正処理,"2020-09-21 01:14:00"
ZC000052,38B19L,Panasonic,バッテリー,在庫品,,中古,府内13-3店舗小部屋,2020-09-14,1,,0,無,1800,無,Kfujita,在庫管理修正処理,"2020-09-21 01:14:00"
ZC000051,44B19L,DAIHATSU,バッテリー,在庫品,,中古,府内13-3店舗小部屋,2020-09-14,1,,0,無,1800,無,Kfujita,在庫管理修正処理,"2020-09-21 01:13:00"
ZC000050,K-42R,FB,バッテリー,在庫品,,中古,府内13-3店舗小部屋,2020-09-14,1,,0,無,1800,無,Kfujita,在庫管理修正処理,"2020-09-21 01:13:00"
ZC000049,40B19L,日立,バッテリー,在庫品,,中古,,2020-09-14,2,,0,無,1800,無,Kfujita,在庫管理修正処理,"2020-09-21 01:13:00"
ZC000048,55B20R,ecoR,バッテリー,在庫品,,中古,府内13-3店舗小部屋,2020-09-14,1,,0,無,1800,無,Kfujita,在庫管理修正処理,"2020-09-21 01:12:00"
ZC000047,S34B20R,GSYUASA,バッテリー,在庫品,,中古,府内13-3店舗小部屋,2020-09-14,1,,0,無,1800,無,Kfujita,在庫管理修正処理,"2020-09-21 01:12:00"
ZC000046,16510-84MAO,SUZUKI,オイルエレメント,在庫品,,新品,府内13-3店舗小部屋,2020-09-14,4,,0,無,0,無,Kfujita,在庫管理修正処理,"2020-09-21 01:10:00"
ZC000045,16510-81403-87703,DAIHATSU,オイルエレメント,在庫品,,新品,府内13-3店舗小部屋,2020-09-14,1,,0,無,0,無,Kfujita,在庫管理修正処理,"2020-09-21 01:10:00"
ZC000044,15601-BW010,DAIHATSU,オイルエレメント,在庫品,,新品,府内13-3店舗小部屋,2020-09-14,30,,0,無,0,無,Kfujita,在庫管理修正処理,"2020-09-21 01:09:00"
ZC000043,AS1102,マロニ産業?,オイルエレメント,在庫品,,新品,府内13-3店舗小部屋,2020-09-14,1,"ｽｽﾞｷ16510-81402
　16510-81403　
　　16510-82703　　
　　ﾄﾖﾀ15601-BZ010
　  　　   15601-97202
　　日産15208-4A0A0
　ﾏﾂﾀﾞAY01-14-300B
　　1A02-14-300C
ﾀﾞｲﾊﾂ15601-87703-000
　　15601-87202-000
ｽﾊﾞﾙ15601-97202",0,無,0,無,Kfujita,在庫管理修正処理,"2020-09-21 01:09:00"
ZC000042,AG-1216,マロニ産業?,オイルエレメント,在庫品,,新品,府内13-3店舗小部屋,2020-09-14,1,"ﾎﾝﾀﾞ15400-PLC-003
15400-PLC-004
15400-PLM-A01
15400-PLMA02
15400-RTA-003
15400-RTA-004
ｲｽｽﾞ5-86019403-0",0,無,0,無,Kfujita,在庫管理修正処理,"2020-09-21 01:08:00"
ZC000041,AT-126,マロニ産業?,オイルエレメント,在庫品,,新品,府内13-3店舗小部屋,2020-09-14,1,"ﾄﾖﾀ90915-2001
90915-20003
V911-0103
日野90915-20003",0,無,0,無,Kfujita,在庫管理修正処理,"2020-09-21 01:08:00"
ZC000040,AR-1002,マロニ産業?,オイルエレメント,在庫品,,新品,府内13-3店舗小部屋,2020-09-14,1,"ｽﾊﾞﾙ15208-KA000
15208-KA010
15208-KA011
日産15208-HA000
15208-HC431
15208-6A0A0
三菱MQ900436
ﾏﾂﾀﾞB6Y1-14-302
B6Y1-14-302A",0,無,0,無,Kfujita,在庫管理修正処理,"2020-09-21 01:08:00"
ZC000039,V9111-0027,?タクティー,オイルエレメント,在庫品,,新品,府内13-3店舗小部屋,2020-09-14,1,"三菱i(ｱｲ)3B20
ekｽﾎﾟｰﾂ、ekﾜｺﾞﾝ、ﾀｳﾝﾎﾞｯｸｽ、ﾄｯﾎﾟ、ﾐﾆｶ、ﾐﾆｷｬﾌﾞ3G83
日産ｵｯﾃｨ―、ｸﾘｯﾊﾟｰ3G83",0,無,0,無,Kfujita,在庫管理修正処理,"2020-09-21 01:07:00"
ZC000038,1P02-14-302,Mazda,オイルエレメント,在庫品,,新品,府内13-3店舗小部屋,2020-09-14,1,"排気量
ﾄﾖﾀ1400D
2000、2000LPG
2400
2500、2500D
2700、2700LPG
3000
3300
3400",0,無,0,無,Kfujita,在庫管理修正処理,"2020-09-21 01:07:00"
ZC000037,PX-1502,パシフィック工業?,オイルエレメント,在庫品,,新品,府内13-3店舗小部屋,2020-09-14,1,"純正番号90915-20001
9015-20003
Ｆｏｒﾄﾖﾀ",0,無,0,無,Kfujita,在庫管理修正処理,"2020-09-21 01:07:00"
ZC000036,CR1216,Panasonic,ボタン電池,在庫品,,新品,府内13-3事務所内,2020-09-14,3,,0,無,500,外,Kfujita,在庫管理修正処理,"2020-09-21 01:06:00"
ZC000035,CR1220,モノタロウ,ボタン電池,在庫品,,新品,府内13-3事務所内,2020-09-14,2,,0,無,500,外,Kfujita,在庫管理修正処理,"2020-09-21 01:06:00"
BD0006,CR1220,モノタロウ,ボタン電池,在庫品,,新品,府内13-3事務所内,2020-09-14,2,,0,無,500,外,Kfujita,在庫管理修正処理,"2020-09-21 01:05:00"
ZC000034,N-N-65,Panasonic,バッテリー,在庫品,,新品,府内13-3店舗小部屋,2020-09-14,1,,0,無,0,無,Kfujita,在庫管理修正処理,"2020-09-21 01:04:00"
ZC000033,N-M42,DAIHATSU,バッテリー,在庫品,,新品,府内13-3店舗小部屋,2020-09-14,5,,0,無,0,無,Kfujita,在庫管理修正処理,"2020-09-21 01:04:00"
ZC000032,ビシュヌ！8Ｊ9Ｊ245/40,クレンツェ,タイヤ付き　夏　外AW,在庫品,,中古,府内13-3店裏ガレージ,2020-09-14,1,バリ山！エスティマアルファードヴェルファイアクラウンフーガスカイライン等,47500,無,75900,無,Kfujita,在庫管理修正処理,"2020-09-21 01:03:00"
ZC000031,"レオニスLV 20インチ-8.5J IN52",レオニス,ホイル　外品,在庫品,,中古,府内13-3店裏ガレージ,2020-09-14,1,未走行　中古品　4本セット,46000,無,68000,無,Kfujita,在庫管理修正処理,"2020-09-21 01:02:00"
ZC000030,CR2032,Panasonic,ボタン電池,在庫品,,新品,府内13-3事務所内,2020-09-14,10,,0,無,500,外,Kfujita,在庫管理修正処理,"2020-09-21 01:01:00"
ZC000029,CR2025,"ソニー",ボタン電池,在庫品,,新品,府内13-3事務所内,2020-09-14,10,,0,無,500,外,Kfujita,在庫管理修正処理,"2020-09-21 01:01:00"
ZC000028,CR1620,Panasonic,ボタン電池,在庫品,,新品,府内13-3事務所内,2020-09-14,8,,0,無,500,外,Kfujita,在庫管理修正処理,"2020-09-21 01:00:00"
ZC000027,CR1632,オーム電機,ボタン電池,在庫品,,新品,府内13-3事務所内,2020-09-14,5,,0,無,500,外,Kfujita,在庫管理修正処理,"2020-09-21 01:00:00"
ZC000026,CR1616,モノタロウ,ボタン電池,在庫品,,新品,府内13-3事務所内,2020-09-14,2,,0,無,500,外,Kfujita,在庫管理修正処理,"2020-09-21 00:59:00"
ZC000023,"50エスティマ純正AW ブリヂストン215-55-17",LUFT　RV,タイヤ付き　夏　純AW,在庫品,,中古,ラビット外,2020-09-20,1,"旧管理番号8番
サマー4本",0,無,0,無,Kfujita,在庫管理修正処理,"2020-09-21 00:41:00"
ZC000024,"社外18AW グットイヤー215-45-18",RS02,タイヤ付き　夏　外AW,在庫品,,中古,ラビット外,2020-09-20,1,"旧管理番号9番
ステップW取り外しAW
4本セット",0,無,0,無,Kfujita,在庫管理修正処理,"2020-09-21 00:40:00"
ZC000025,"50プリウス純正AW ダンロップ195-65-15",エナセーブ,タイヤ付き　夏　純AW,在庫品,,中古,ラビット外,2020-09-20,1,"旧管理番号10番
4本セット",0,無,0,無,Kfujita,在庫管理修正処理,"2020-09-21 00:39:00"
ZC000024,グットイヤー215-45-18　社外18AW,RS02,タイヤ付き　夏　外AW,在庫品,,中古,ラビット外,2020-09-20,1,"旧管理番号9番
ステップW取り外しAW
4本セット",0,無,0,無,Kfujita,在庫管理修正処理,"2020-09-21 00:38:00"
ZC000022,50エスティマ純正アルミ,レグノ,タイヤ付き　夏　純AW,在庫品,,中古,ラビット外,2020-09-20,1,"旧管理番号7番
ブリヂストン215-60-17
サマータイヤ4本",0,無,0,無,Kfujita,在庫管理修正処理,"2020-09-21 00:36:00"
ZC000023,50エスティマ純正AW,LUFT　RV,タイヤ付き　夏　純AW,在庫品,,中古,ラビット外,2020-09-20,1,"旧管理番号8番
ブリヂストン215-55-17
サマー4本",0,無,0,無,Kfujita,在庫管理修正処理,"2020-09-21 00:35:00"
ZC000024,グットイヤー社外18AW,RS02,タイヤ付き　夏　外AW,在庫品,,中古,ラビット外,2020-09-20,1,"旧管理番号9番
ステップW取り外しAW
215-45-18
4本セット",0,無,0,無,Kfujita,在庫管理修正処理,"2020-09-21 00:33:00"
ZC000025,50プリウス純正AW,エナセーブ,タイヤ付き　夏　純AW,在庫品,,中古,ラビット外,2020-09-20,1,"旧管理番号10番
4本セット
ダンロップ195-65-15",0,無,0,無,Kfujita,在庫管理修正処理,"2020-09-21 00:29:00"
ZC000021,ダンロップ215-60-17トヨタエスティマ純正アルミ　スタッドレス4本,PSX-2,タイヤ付き　純正AW,在庫品,,中古,ラビット外,2020-09-20,1,旧管理番号6番,0,無,0,無,Kfujita,在庫管理修正処理,"2020-09-21 00:15:00"
ZC000022,ブリヂストン215-60-1750エスティマ純正アルミ　サマータイヤ4本,レグノ,タイヤ付き　純正AW,在庫品,,中古,ラビット外,2020-09-20,1,旧管理番号7番,0,無,0,無,Kfujita,在庫管理修正処理,"2020-09-21 00:15:00"
ZC000023,ブリヂストン215-55-17　50エスティマ純正AWサマー4本,LUFT　RV,タイヤ付き　純正AW,在庫品,,中古,ラビット外,2020-09-20,1,旧管理番号8番,0,無,0,無,Kfujita,在庫管理修正処理,"2020-09-21 00:15:00"
ZC000024,グットイヤー215-45-18社外AWサマー4本,RS02,タイヤ付き　外品AW,在庫品,,中古,ラビット外,2020-09-20,1,"旧管理番号9番
1本",0,無,0,無,Kfujita,在庫管理修正処理,"2020-09-21 00:13:00"
ZC000025,50プリウス純正AW　ダンロップ195-65-15　サマー4本,エナセーブ,タイヤ付き　純正AW,在庫品,,中古,ラビット外,2020-09-20,1,旧管理番号10番,0,無,0,無,Kfujita,在庫管理修正処理,"2020-09-21 00:13:00"
ZC000025,50プリウス純正AW　ダンロップ195-65-15　サマー4本,エナセーブ,タイヤ/アルミセット,在庫品,,中古,ラビット外,2020-09-20,1,旧管理番号10番,0,無,0,無,Kfujita,在庫管理修正処理,"2020-09-20 23:26:00"
ZC000025,ダンロップ195-65-15　50プリウス純正AW　サマー4本,エナセーブ,タイヤ/アルミセット,在庫品,,中古,ラビット外,2020-09-20,1,旧管理番号10番,0,無,0,無,mtanaka,新規登録,"2020-09-20 17:09:00"
ZC000024,グットイヤー215-45-18社外AWサマー4本,RS02,タイヤ/アルミセット,在庫品,,中古,ラビット外,2020-09-20,1,"旧管理番号9番
1本",0,無,0,無,mtanaka,在庫管理修正処理,"2020-09-20 17:04:00"
ZC000024,グットイヤー215-45-18社外AWサマー4本,RS02,タイヤ/アルミセット,在庫品,,中古,ラビット外,2020-09-20,1,旧管理番号9番,0,無,0,無,mtanaka,新規登録,"2020-09-20 17:03:00"
